merchant_abn,name,sector_tags,retention,momentum_score,revenue_score,customer_quality,score
35909341340,Arcu Sed Eu Incorporated,"computer programming , data processing, and integrated systems design services",0.3775003609464591,0.5975965157420894,0.7085819101086449,0.7442997365381372,0.6458436512222829
58454491168,Diam At Foundation,"computer programming , data processing, and integrated systems design services",0.27979757312563125,0.48374372375613783,0.6170340603183367,0.767026666553227,0.5614542973785901
67400260923,Eleifend PC,"computer programming , data processing, and integrated systems design services",0.3812119114310397,0.5627841564646467,0.5022317011632897,0.7646621550300481,0.5194046463853317
77590625261,Sed Diam Foundation,"computer programming , data processing, and integrated systems design services",0.27236759480521067,0.6328076986347858,0.38751638426118706,0.7615631066493951,0.4444424352376512
94455880010,Nunc Sit LLC,"computer programming , data processing, and integrated systems design services",0.2871766169218627,0.5415007412443673,0.2315153637830973,0.7663206692052077,0.33984288891531367
84703983173,Amet Consulting,"computer programming , data processing, and integrated systems design services",0.40990333287439973,0.5623154843582684,0.1387665083415897,0.770606533963442,0.30615338098619826
12741443840,Tincidunt Aliquam Limited,"equipment, tool, furniture, and appliance rent al and leasing",0.005376344086021506,0.9572168971427526,0.11064970034214283,0.7675702199946651,0.2875358283890683
45244796758,Vitae Dolor LLP,"computer programming , data processing, and integrated systems design services",0.10796932098447384,0.561419133407941,0.17560480391424196,0.7695942599963308,0.2827305765070405
29641342749,Et Associates,"computer programming , data processing, and integrated systems design services",0.11031434906007587,0.6409152287315985,0.13839162520955817,0.8066711495237958,0.27638652674686565
69069584766,Cras Eget Foundation,"computer programming , data processing, and integrated systems design services",0.08326132222800625,0.6671658421746952,0.1348901443869935,0.7687794493210853,0.27037610622470987
